ticker,name,aliases
GVTD,GE Vernova T&D India Limited,GE Vernova T&D India Ltd
SRPIND,SRP Industries Ltd.,SRP Industries Ltd
SATELENG,Satellite Engineering Ltd.,Satellite Engineering Ltd
RAMRAT,Ram Ratna Wires Ltd.,Ram Ratna Wires Ltd
ZBHILENG,Bhilai Engineering Corporation Ltd,Bhilai Engineering Corporation Ltd
JAYNECOIND,Jayaswal Neco Industries Ltd,Jayaswal Neco Industries Ltd
KPIL,KALPATARU PROJECTS INTERNATIONAL LIMITED,Kalpataru Projects International Ltd
NMSRESRC,NMS RESOURCES GLOBAL LIMITED,NMS Resources Global Ltd
CANDOUR,CANDOUR TECHTEX LIMITED,Candour Techtex Ltd
TIGLOB,T & I Global Ltd.,T & I Global Ltd
CONTROLPR,Control Print (India) Ltd.,Control Print Ltd
SSFORMT,S.S.Forgings & Engineering Ltd.,SS Forgings & Engineering Ltd
MICROMT,Micro Forge (India) Ltd.,Micro Forge India Ltd
BEMHY,Bemco Hydraulics Ltd.,Bemco Hydraulics Ltd
PROFDIA,Professional Diamonds Ltd.,Professional Diamonds Ltd
ANSALBU,Ansal Buildwell Ltd.,Ansal Buildwell Ltd
WEIZMANIND,Weizmann Limited.,Weizmann Ltd
BNRSEC,B.N.Rathi Securities Ltd.,BN Rathi Securities Ltd
RISHITECH,Rishi Techtex Limited,Rishi Techtex Ltd
SINCLAIR,Sinclairs Hotels  Ltd,Sinclairs Hotels Ltd
SAFARI,Safari Industries (India) Ltd.,Safari Industries India Ltd
NUWAREI,Nuware India Ltd,Nuware India Ltd
RAJDHNIL,Rajdhani Leasing & Ind. Ltd.,Rajdhani Leasing & Industries Ltd
ADSDIAG,A.D.S. Diagnostics Ltd.,A D S Diagnostics Ltd
SOUNDCRAFT,Soundcraft Industries Ltd,Soundcraft Industries Ltd
SARVDIM,Sarveshwari Diamonds & Finance Ltd.,Sarveshwari Diamonds & Finance Ltd
HFML,Hindustan Financial Management Ltd.,Hindustan Financial Management Ltd
RINKIPET,Rinki Petrochemicals & Industries L,Rinki Petrochemicals & Industries Ltd
DEWRUBB-B,Dewan Rubber Industries Ltd.,Dewan Rubber Industries Ltd
ZBINTXPP,Binayak Tex Processors  Ltd.,Binayak Tex Processors Ltd
JJFINCOR,J.J. Finance Corporation Ltd.,JJ Finance Corporation Ltd
INDIAGYP,India Gypsum Ltd,India Gypsum Ltd
PRALE,Prakash Leasing Ltd.,Prakash Leasing Ltd
ASROTOPDM,A.S. Rototech Ltd,AS Rototech Ltd
KHTNREF,KHSL Industries Ltd.(amlg.with Khaitan Overseas & Fin.Ltd.),KHTNREF
AEC,AEC (India) Ltd,AEC India Ltd
SOMPLAST,Somplast Leather Industries Ltd.,Somplast Leather Industries Ltd
SAFPACKDM,"Safepack Polymers Ltd.,",Safepack Polymers Ltd
HOPELES,"Hope Leasing & Finance Ltd.,",Hope Leasing & Finance Ltd
COSMOFE,Cosmo Ferrites Ltd.,Cosmo Ferrites Ltd
CONSFNDDM,"Consolidated Foundations Ltd.,",Consolidated Foundations India Ltd
CROPSTER,CROPSTER AGRO LIMITED,Cropster Agro Ltd
ZMAGNETI,Magnetix (India) Ltd.,Magnetix India Ltd
FUTURSEC,Futuristic Securities Ltd,Futuristic Securities Ltd
SANCTRN,Sanco Trans Ltd.,Sanco Trans Ltd
ADORMUL,Ador Multiproducts Ltd,Ador Multiproducts Ltd
ELARFSH,Elar Fashions Ltd.,Elar Fashions Ltd
EIHAHOTELS,EIH Associated Hotels Ltd.,EIH Associated Hotels Ltd
KHAOVER,"Khaitan Overseas & Finance Ltd.,",Khaitan Overseas & Finance Ltd
BONINDL,Bonanza Industries Ltd,Bonanza Industries Ltd
SOLBUSDM,Solar Busiforms Ltd.,Solar Busiforms Ltd
MEDICAPQ,Medi-Caps Ltd.,Medi Caps Ltd
ARPLC,Arpan Leasing Limited,Arpan Leasing Company Ltd
OTCO,Otco International Ltd,OTCO International Ltd
GKAYEXM-B,Geekay Exim (I) Ltd.,Geekay Exim India Ltd
HEMKUNT,"Hemkunt Timbers Ltd.,",Hemkunt Timbers Ltd
MORGANITE,Morganite Crucible (India) Limited,Morganite Crucible India Ltd
SIPIND,SIP Industries Ltd,SIP Industries Ltd
INDSMFNDM,Indian Seamless Financial Services,Indian Seamless Fin Serv Ltd
AYPLAMI,Ayepee Lamitubes Limited,Ayepee Lamitubes Ltd
ROCKLES-B,Rockland Leasing Ltd.,Rockland Leasing Ltd
BAPACK,B&A Packaging India Limited,B&A Packaging India Ltd
MAZDAPR,Mazda Properties Ltd.,Mazda Properties Ltd
CLASSIC,Classic Diamonds (India) Ltd.,Classic Diamonds (India) Ltd
ABAN,Aban  Offshore Ltd.,Aban Offshore Ltd
KOKUYOCMLN,Kokuyo Camlin Ltd,Kokuyo Camlin Ltd
NICCOUCO,Nicco-Uco Alliance Credit Ltd.,Nicco Uco Alliance Credit Ltd
KILBURN,Kilburn Office Automation Ltd.,Kilburn Office Automation Ltd
MCSLTD,MCS Ltd,MCS Ltd
SRMENERGY,SRM Energy Limited,SRM Energy Ltd
BHARATSE,Bharat Seats Ltd,Bharat Seats Ltd
JALPAC,Jalpac India Ltd.,Jalpac India Ltd
CONTPTR,Continental Petroleums Ltd.,Continental Petroleums Ltd
SHRENUJ,Shrenuj & Co. Ltd.,Shrenuj & Company Ltd
GUJINST,"Gujarat Instruments Ltd.,",GUJINST
NBFOOT,N.B. Footwear Ltd.,NB Footwear Ltd
MOHANFI,"Mohan Fibre Products Ltd.,",Mohan Fibre Products Ltd
CHOKINT,Chokhani International Ltd.,Chokhani International Ltd
MACPLASQ,Machino Plastics Ltd,Machino Plastics Ltd
DEWNTYR-B,Dewan Tyres Ltd.,Dewan Tyres Ltd
PEARLPOLY,Pearl Polymers Ltd.,PEARL Polymers Ltd
VENKEYS,Venky's (India) ltd.,Venkys (India) Ltd
GANGAPP,Gangadharam Appliances Ltd.,Gangadharam Appliances Ltd
ESSTE,Essar Teleholdings Ltd.,Essar Teleholdings Ltd
ADVANIHOTR,Advani Hotels & Resorts (India) Ltd.,Advani Hotels & Resorts (India) Ltd
SUPOFDM,Supreme Oriented Films Ltd,Supreme Oriented Films Ltd
GVFILM,G.V. Films  Ltd.,GV Films Ltd
SUPERHOUSE,Superhouse limited,Superhouse Ltd
PRMRHS-B1DM,Premier Hsg.& Industrial Enterprise,Premier Housing & Industrial Enterprises Ltd
RAMAVISION,Rama Vision Ltd,Rama Vision Ltd
SUMANMOTEL,Suman Motels Ltd.,Suman Motels Ltd
ROCKWOOL,Rockwool (India) Ltd.,Rockwool (India) Ltd
TCPLPACK,TCPL Packaging Limited,TCPL Packaging Ltd
BESTE,"Bestavision Electronics Ltd.,",Bestavision Electronics Ltd
PANASONIC,Panasonic Appliances India Company Ltd,Panasonic Appliances India Company Ltd
SHRIGANG,Shri Gang Industries & Allied Products Limited,Shri Gang Industries & Allied Products Ltd
PURITY,Purity Flex Pack Ltd,Purity Flexpack Ltd
NARANGIN,Narang Industries Limited,Narang Industries Ltd
BALMLAWRIE,Balmer Lawrie & Co. Ltd.,Balmer Lawrie & Company Ltd
KASHPAN,Kashiram Pannalal Industries Ltd,Kashiram Pannalal Industries Ltd
KOVAI,Kovai Medical Center & Hospital Ltd,Kovai Medical Center & Hospital Ltd
GINNIFIL,"Ginni Filaments Limited,",Ginni Filaments Ltd
RENEWPW,Renewabla Power Projects Ltd,Renewable Power Projects Ltd
ELDEHSG,Eldeco Housing & Ind. Ltd.,Eldeco Housing & Industries Ltd
DHARNOV,Dharnendra Overseas Limited,Dharnendra Overseas Ltd
POLARPH,Polar Pharma India Ltd.,Polar Pharma India Ltd
KUSHDIA,Kushal Diamonds Ltd.,Kushal Diamonds Ltd
RAJNPIP-B,"Rajinder Pipes Ltd.,",Rajinder Pipes Ltd
MICROSE,Microse India Limited,Microse India Ltd
STDSHOE,Standard Shoe Sole and Mould (India) Ltd,Standard Shoe Sole and Mould (India) Ltd
CDRHLTH,CDR Health Care Ltd.,CDR Healthcare Ltd
GUJJHM,Gujarat JHM Hotels Limited,Gujarat JHM Hotels Ltd
SHARPIND,Sharp Industries ltd.,Sharp Industries Ltd
AGRITHA,Agritech Hatcheries & Foods Ltd.,Agritech Hatcheries & Foods Ltd
STERLINH,Sterling Holiday Resorts (India) Lt,Sterling Holiday Resorts India Ltd
RKVNFLO,Rikvin Floors Ltd,Rikvin Floors Ltd
DCMSHRIRAM,DCM Shriram Limited,DCM Shriram Ltd
DCMSRIND,DCM Shriram Industries Ltd.,DCM Shriram Industries Ltd
MAWANASUG,Mawana Sugars Ltd,Mawana Sugars Ltd
MINID,Mini Diamonds (India) Ltd.,Mini Diamonds India Ltd
MODITHR,Modi Tele Fibres Ltd,Modi Tele Fibres Ltd
GUJAP,Apar Industries Ltd,Gujarat Apar Polymers Ltd
MINISOFT,Mini Soft Ltd.,Mini Soft Ltd
MAHAPEXLTD,Maha Rashtra Apex Corporation Ltd,Maha Rashtra Apex Corporation Ltd
NILKAMAL,Nilkamal Limited,Nilkamal Ltd
TRITON,Triton Corp. Ltd.,Triton Corp Ltd
OXIDE,Oxides & Specialities Ltd.,Oxides & Specialities Ltd
NAHARPOLY,Nahar Polyfilms Ltd.,Nahar Polyfilms Ltd
3MINDIA,3M India Ltd.,3M India Ltd
JCHAC,Johnson Controls-Hitachi Air Conditioning India Ltd.,Johnson Controls-Hitachi Air Conditioning India Ltd
DETRIND,Detroit Industries ltd.,Detroit Industries Ltd
JMFINANCIL,JM Financial Limited,JM Financial Ltd
LANESEDA,Lan Eseda Industries Ltd.,Lan Eseda Industries Ltd
HNDMGTDM,Hindustan Magnetics Ltd.,Hindustan Magnetics Ltd
ADCINDIA,ADC India Communications Limited,ADC India Communications Ltd
HMG,HMG Industries Ltd.,HMG Industries Ltd
COVENTRY,Coventry Coil-O-Matic (Haryana) Ltd,Coventry Coil-O-Matic Haryana Ltd
TNTELE,Tamilnadu Telecommunications Ltd.,Tamilnadu Telecommunications Ltd
AIRCOMI,Air Command India Ltd.,Air Command India Ltd
RCSVANP,RCS Vanaspati Industry Ltd.,RCS Vanaspati Industry Ltd
SUNRAJDI,Sunraj Diamond Exports Ltd.,Sunraj Diamond Exports Ltd
TITANFO,"Titan Foods & Fashions Ltd.,",Titan Foods & Fashions Ltd
BSAPPLI,B S Appliances Ltd,BS Appliances Ltd
NWERURB,New Era Urban Amenities Ltd.,New Era Urban Amenities Ltd
MGWLMAC,Mig-Weld & Machines Ltd.,Mig-weld & Machines Ltd
POLMRMO,"Polar Marmo Agglomerates Ltd.,",Polar Marmo Agglomerates Ltd
SHWALEL,Shaw Wallace Electronics Ltd.,Shaw Wallace Electronics Ltd
VKRMPRJDM,"Vikram Projects Ltd.,",Vikram Projects Ltd
TMLNDHS,Tamilnad Hospital Ltd.,Tamilnadu Hospital Ltd
RIIL,Reliance Industrial Infrastructure,Reliance Industrial Infrastructure Ltd
ALSAMRN-B,Alsa Marine & Harvests Ltd,Alsa Marine & Harvests Ltd
SHARP,Sharp India Ltd,Sharp India Ltd
RADMULT,Radan Multimedia Ltd.,Radan Multimedia Ltd
TECPO,Techtran Polylenses Ltd.,Techtran Polylenses Ltd
LINDEINDIA,Linde India Limited,Linde India Ltd
ELETROLUXK,Electrolux Kelvinator Ltd,Electrolux Kelvinator Ltd
INDBNK,Ind Bank Housing Ltd,Ind Bank Housing Ltd
JAIMATAG,Jai Mata Glass Ltd.,Jai Mata Glass Ltd
RAVIHTC,Ravi Hi-Tech Ltd.,Ravi-Hi-Tech Ltd
GUJSSPN,Gujarat Suspension Ltd.,Gujarat Suspension Ltd
LOTUSCHO,Lotus Chocolate Co. Ltd.,Lotus Chocolate Company Ltd
GUJRATGAS,Gujarat Gas Co. Ltd.,Gujarat Gas Company Ltd
PACIFICI,Pacific Industries ltd.,Pacific Industries Ltd
CMMHOSP,Chennai Meenakshi Multispeciality Hospital Ltd.,Chennai Meenakshi Multispeciality Hospital Ltd
LUNRDMD,"Lunar Diamonds Ltd.,",Lunar Diamonds Ltd
PAMDIDM,Pampasar Distillery Ltd.,Pampasar Distillery Ltd
VITLFOD,"Vital Foods Ltd.,",Vital Foods Ltd
GUJBXIT,Gujarat Bauxite Ltd.,Gujarat Bauxite Ltd
AANKITG,Aankit Granites Ltd.,Aankit Granites Ltd
VISHVEL,"Vishva Electronics (India) Ltd.,",Vishva Electronics (India) Ltd
SRLXMED,Surlux Mediquip Ltd.,Surlux Mediquip Ltd
UNIOFFICE,Universal Office Automation Limited,Universal Office Automation Ltd
RAINBOWPAP,Rainbow Papers Ltd.,Rainbow Papers Ltd
SPPTROL,"Speciality Petrotubes Ltd.,",Speciality Petrolubes Ltd
AVNCPRN,Avon Industries Ltd,Avon Industries Ltd
APMIN,APM Industries Ltd.,APM Industries Ltd
PRECWIRE,Precision Wires India ltd.,Precision Wires India Ltd
DYNALMP,Dyna Lamps & Glass Works Ltd.,Dyna Lamps & Glass Works Ltd
MONEL,Monica Electronics Ltd.,Monica Electronics Ltd
HYDCONN,"Hyderabad Connectronics Ltd.,",Hyderabad Connectronics Ltd
KRYPTONQ,Krypton Industries Ltd,Krypton Industries Ltd
SSIND-B1,S&S Industries & Enterprises Ltd.,S & S Industries & Enterprises Ltd
SWISSMLTRY,SWISS MILITARY CONSUMER GOODS LIMITED,Swiss Military Consumer Goods Ltd
MRGNIND,Morgan Industries Ltd.,Morgan Industries Ltd
MARBU,Martin Burn Ltd,Martin Burn Ltd
CNRTSPC,Concert Spices & Exports Ltd.,Concert Spices & Exports Ltd
INTRUBI,Integrated Rubian Exports Ltd.,Integrated Rubian Exports Ltd
FEL,Future Enterprises Limited,Future Enterprises Ltd
FLAWLESD,Flawless Diamond (India) Ltd.,Flawless Diamond (India) Ltd
MURABLK,Murablack India Ltd,Murablack India Ltd
SIPRD,"S. I. Property Development Ltd.,",SI Property Development Ltd
INDTONER,Indian Toners & Developers Ltd.,Indian Toners & Developers Ltd
JENSONICOL,Jenson & Nicholson (India) Ltd.,Jenson & Nicholson (India) Ltd
KUNSTOFF,Kunststoffe Industries Ltd.,Kunststoffe Industries Ltd
IRCONIN,IRCON International Ltd,Ircon International Ltd
SCI,Shipping Corporation Of India Ltd,Shipping Corporation of India Ltd
NORTECHDM,"Nortech India Ltd.,",Nortech India Ltd
UNICORP-B,Unicorp Industries Ltd,Unicorp Industries Ltd
SIKA,Sika Interplant Systems Ltd.,Sika Interplant Systems Ltd
CHOKGLB,Chokhani Global Express Ltd.,Chokhani Global Express Ltd
ITI,ITI Limited (Indian Teleph.Ind.Ltd),ITI Ltd
DKCHEMO,D. K. Chemo-Plast Ltd.,DK Chemoplast Ltd
DREDGECORP,Dredging Corporation of India Ltd.,Dredging Corporation of India Ltd
PHRMASI,Phaarmasia Limited.,Phaarmasia Ltd
BELLCONT,"Bells Controls Ltd.,",Bells Controls Ltd
PODDARHOUS,Poddar Housing and Development Limited,Poddar Housing and Development Ltd
NFL,National Fertilizers Ltd.,National Fertilizers Ltd
UNIPORT,Uniport Computers Ltd,Uniport Computers Ltd
VASHISTIDET,Vashisti Detergents Ltd,Vashisti Detergents Ltd
IPRINGLTD,IP Rings Ltd.,IP Rings Ltd
VENKYSI,-,VENKYS(IND)
PIIND,PI Industries Limited,PI Industries Ltd
LIFELINDM,Hallmark Healthcare ltd.,Hallmark Healthcare Ltd
PLASTIBLEN,Plastiblends India Ltd.,Plastiblends India Ltd
YASHINNO,YASH INNOVENTURES LIMITED,Yash Innoventures Ltd
KKPLASTICK,Kkalpana Plastick Limited,Kkalpana Plastick Ltd
UNILITE,Unilite Industries Ltd,Unilite Industries Ltd
RISHIRUB,Rishiroop Rubber (International) Lt,Rishiroop Rubber International Ltd
WATERBASE,Waterbase Limited,Waterbase Ltd
SITAPLY,Sitapur Plywood Manufacturers Ltd,Sitapur Plywood Manufacturing Ltd
DEVFA,Dev Fasteners Ltd.,Dev Fasteners Ltd
NOIMC,Noida Medicare Centre Ltd.,Noida Medicare Centre Ltd
FLEXFO,Flex Foods Ltd.,Flex Foods Ltd
GOLKUNDIA,Golkunda Diamonds & Jewellery Ltd.,Golkunda Diamonds & Jewellery Ltd
MALANLT,"Malanpur Leathers Ltd.,",Malanpur Leathers Ltd
BTWIN,"BTW Industries Ltd.,",BTW Industries Ltd
KRYSTPL,Krystal Polyfab Ltd,Krystal Polyfab Ltd
MSSHOES,MS Shoes East Ltd.,MS Shoes East Ltd
APCOTEXIND,Apcotex Industries Limited,Apcotex Industries Ltd
FORTISMLR,Fortis Malar Hospitals Limited,Fortis Malar Hospitals Ltd
MIDLANDP,Midland Plastics Ltd,Midland Plastics Ltd
PACKTEC,Packtech Industries Ltd.,Packtech Industries Ltd
MASTEK,Mastek Limited,Mastek Ltd
EIMCOELECO,EIMCO Elecon India Ltd.,Eimco Elecon (India) Ltd
SAYAJIHOTL,Sayaji Hotel Ltd,Sayaji Hotels Ltd
JMGCORP,JMG Corporation Ltd,JMG Corporation Ltd
ASHIANA,Ashiana Housing Limited,Ashiana Housing Ltd
ASHOKFSDM,Ashok Fashions Ltd,Ashok Fashions Ltd
SVAMSOF,Svam Software Ltd,Svam Software Ltd
VIJSHAN,Vijay Shanthi Builders Ltd,Vijay Shanthi Builders Ltd
KHPAPER,Khaitan Paper Machines Limited,Khaitan Paper Machines Ltd
SIDDHATUBE,Siddhartha Tubes Limited,Siddhartha Tubes Ltd
ECOBOAR,Ecoboard Industries Ltd,Ecoboard Industries Ltd
DVL,Dhunseri Ventures Limited,Dhunseri Ventures Ltd
ALACRIHS,Alacrity Housing Limited,Alacrity Housing Ltd
TIHIL,TRANS INDIA HOUSE IMPEX LIMITED,Trans India House Impex Ltd
MAHEPC,MAHINDRA EPC IRRIGATION LIMITED,Mahindra EPC Irrigation Ltd
SREINFRA,SREI Infrastructure Finance limited,SREI Infrastructure Finance Ltd
ITIL,Information Technologies (India) Lt,Information Technologies India Ltd
SATNEXP,Satnam Exports (India) Ltd,Satnam Exports (India) Ltd
SAKURAS-B,Sakura Seimitsu India Ltd,Sakura Seimitsu (India) Ltd
ICCON,ICCON Oil Specialities Ltd.,Iccon Oil & Specialities Ltd
GUJBOROS,Gujarat Borosil Limited.,Gujarat Borosil Ltd
IDISL,Intergrated Digital Info Services Ltd.,Intergrated Digital Info Services Ltd
SSHELTR,Southern Shelters Ltd,Southern Shelters Ltd
YSPORCL,"Y.S.Porcelain Tubes Ind. Limited,",YS Porcelain Tubes India Ltd
RASEXTR,Ras Extrusions Ltd.,Ras Extrusions Ltd
MITSHI,Mitshi India Limited,Mitshi India Ltd
AVIKMRS,Avikem Resins Limited,Avikem Resins Ltd
INDRUBR,India Rubber Limited,India Rubber Ltd
SHUKJEW,Shukra Jewellers Limited,Shukra Jewellery Ltd
MAZDA,Mazda Ltd.,Mazda Ltd
GLOBT,Global Infrastructure & Technologies Ltd.,Global Infrastructure & Technologies Ltd
VHLTD,Viceroy Hotels Ltd.,Viceroy Hotels Ltd
HANIIND,Hani Industries Ltd,Hani Industries Ltd
GOMIND,GOM Industries Ltd,GOM Industries Ltd
JFLABS,J.F.Laboratories Limited,JF Laboratories Ltd
GWALTRN,Gwalior Transmission Systems Limite,Gwalior Trans System Ltd
BHORIND,Bhor Industries Ltd.,Bhor Industries Ltd
DIVINE,Divine Multimedia (India) Limited,Divine Multimedia (India) Ltd
ARHTIND,Arhat Industries ltd,Arhat Industries Ltd
SRINSME,Srinivasa Smelters Ltd,Srinivasa Smelters Ltd
NEOCORP,Neo Corp International Ltd,Neo Corp International Ltd
THPAPEX,Thapar Exports Ltd,Thapar Exports Ltd
DUPONTS,Dupont Sportswear Ltd.,Dupont Sportswear Ltd
SOVERDIA,Sovereign Diamonds Ltd,Sovereign Diamonds Ltd
MENONBE,Menon Bearings Ltd,Menon Bearings Ltd
FLEETWL,Fleetweld (India) Ltd.,Fleetweld India Ltd
MUKATPIP,Mukat Pipes Limited,Mukat Pipes Ltd
MANGALW,Mangalwedha Sun-Soya Ltd,Mangalwedhe Sun Soya Ltd
GUJRAFFIA,Gujarat Raffia Ind. Ltd.,Gujarat Raffia Industries Ltd
SIMPLEXINF,Simplex Infrastructures Limited,Simplex Infrastructures Ltd
INNOVTEC,Innovative Tech Pack Ltd,Innovative Tech Pack Ltd
SUPTANERY,Super Tannery Limited,Super Tannery Ltd
CONSTRONIC,CONSTRONICS INFRA LIMITED,Constronics Infra Ltd
SKYSS,Skypak Service Specialist Ltd.,Skypak Service Specialists Ltd
SRSHTSHDM,Srushti Shoes Ltd.,Srushti Shoes Ltd
AXTEL,Axtel Industries Ltd.,Axtel Industries Ltd
NUCORWR,Nucor Wires Limited,Nucor Wires Ltd
ZSEEMEINDM,Seema Industries Ltd,Seema Industries Ltd
TORRCABS,Torrent  Cables Ltd,Torrent Cables Ltd
ESSMCAT,Essem Catalyst Ltd,Essem Catalyst Ltd
GYANLTH,Gyan Leatherboard Limited,Gyan Leatherboards Ltd
GRANDOAK,GRAND OAK CANYONS DISTILLERY LIMITED,Grand Oak Canyons Distillery Ltd
DSQSOFT,DSQ Software Ltd.,DSQ Software Ltd
UBEINDL,UBE Industries Ltd,UBE Industries Ltd
MAGNA,Magna Industries & Export Limited,Magna Industries & Exports Ltd
EASTINDIA,East India Drums and Barrels Manufacturing Limited,East India Drums and Barrels Manufacturing Ltd
JYOTIOVR,Jyoti Overseas Ltd,Jyoti Overseas Ltd
TOTEX,Total Exports Ltd,Total Exports Ltd
GUJSPLB,Gujarat Speciality Lubes Ltd.,Gujarat Speciality Lubes Ltd
MAGNSRB,Magnus Rubber Industries Limited,Magnus Rubber Industries Ltd
MICROINK,Micro Inks Ltd.,Micro Inks Ltd
VRWODAR,V R Woodart Ltd,VR Woodart Ltd
DSKULKARNI,D.S.Kulkarni Developers Ltd,DS Kulkarni Developers Ltd
GEMEYDM,Gem Eyeadorns Ltd,Gem Eyeadorns Ltd
CROWNTV,Crown Television Ltd.,Crown Television Ltd
APIL,AVI PRODUCTS INDIA LIMITED,Avi Products India Ltd
BHTERMI,Bharat Thermite Ltd,Bharat Thermite Ltd
INTRLNK,Interlink Exports Ltd,Interlink Exports Ltd
DATALIN,Dataline & Research Technologies (I,Dataline & Research Technologies Ltd
POONAWALLA,POONAWALLA FINCORP LIMITED,Poonawalla Fincorp Ltd
GUJHITC,Gujarat High Tech. Indus. Ltd.,Gujarat High Tech Industries Ltd
RAASHIF,Raashi Fertilizers Ltd.,Raashi Fertilizers Ltd
GENOMICS,Genomics Biotech Ltd.,Genomics Biotech Ltd
HINFLUR,Hindustan Flurocarbons Ltd.,Hindustan Fluorocarbons Ltd
KINGFA,Kingfa Science & Technology (India) Ltd,Kingfa Science & Technology (India) Ltd
PATIDAR,Patidar Buildcon Limited,Patidar Buildcon Ltd
RAMAPHO,Rama Phosphates Ltd.,Rama Phosphates Ltd
VENLONENT,Venlon Enterprises Ltd.,Venlon Enterprises Ltd
ZUNIALK,"Unialkem Fertilizers Ltd.,",Unialkem Fertilizers Ltd
PETPLST,Pet Plastics Ltd.,Pet Plastics Ltd
POLYPLEX,Polyplex Corporation Ltd.,Polyplex Corporation Ltd
PANIDPR,Panther Industrial Products Ltd.,Panther Industrial Products Ltd
VARNPLY,Varun polymol Organics Ltd.,Varun Polymol Organics Ltd
CHEMECHDM,"Chemech Laboratories Ltd.,",Chemech Laboratories Ltd
SRNEDYE,Serene Industries Ltd.,Serene Industries Ltd
AMRACHEDM,Amaravati Chemicals Ltd,AMRACHEDM
ALBERTDAVD,Albert David Ltd.,Albert David Ltd
HARLETH,Haryana Leather Chemicals Ltd.,Haryana Leather Chemicals Ltd
HARLPHR,Harleystreet Pharmaceuticals Ltd.,Harleystreet Pharmaceuticals Ltd
MONSANTO,Monsanto India Ltd.,Monsanto India Ltd
UNICORN,Unicorn Organics Ltd.,Unicorn Organics Ltd
CARYSIL,CARYSIL LIMITED,Carysil Ltd
JUPIBIOT,Jupiter Biotech Ltd.,Jupiter Biotech Ltd
LINEARIND,Linear Industries Ltd,Linear Industries Ltd
SUMEXCH,Sumex Chemicals Ltd.,Sumex Chemicals Ltd
ORGCHEM,Organic Chemoils Ltd.,Organic Chemoils Ltd
KABRAEXTRU,Kabra Extrusion Technik Ltd,Kabra Extrusiontechnik Ltd
PHARMA-B1,Pharmaceuticals Products Of India Ltd.,Pharmaceutical Products of India Ltd
PROTCHEM,Protchem Industries (India) Ltd.,Protchem Industries India Ltd
KPLINT,KPL International Ltd,KPL International Ltd
INDMAIZ,"Indian Maize & Chemicals Ltd.,",Indian Maize & Chemicals Ltd
CEPHAMP,"Cepham Pharmaceuticals Ltd.,",Cepham Pharmaceuticals Ltd
THIRNCH,Thirani Chemicals Ltd,THIRNCH
VINYLINDIA,Vinyl Chemicals (India) Ltd.,Vinyl Chemicals (India) Ltd
PCCOSMA,Pee Cee Cosma Sope Ltd.,Pee Cee Cosma Sope Ltd
MAHINCOMP,Mahindra Composites Ltd.,Mahindra Composites Ltd
CHDRGDM,Cheminor Drugs Ltd.,Cheminor Drugs Ltd
BONANZA,"Bonanza Pharmaceuticals, Ltd.",Bonanza Pharmaceuticals Ltd
BLUBPTR,"Blue Blends Petrochemicals Ltd.,",Blue Blends Petrochemicals Ltd
TCMLMTD,TCM Ltd.,TCM Ltd
SMZS,SMZS Chemicals Ltd,SMZS Chemicals Ltd
PFIMEXP,Pfimex Pharmaceuticals ltd.,Pfimex Pharmaceuticals Ltd
ZSHRAYPE,Sree Rayalaseema Petrochemicals ltd,ZSHRAYPE
IOLCP,IOL Chemicals & Pharmaceuticals Ltd,IOL Chemicals & Pharmaceuticals Ltd
WYTHLAB-B,Wyeth Laboratories Limited(amlg.with Wyeth Lederle Ltd.),WYTHLAB-B
TITACOM,"Titanor Components Ltd.,",Titanor Components Ltd
DSQBIO,DSQ Biotech Ltd,DSQ Biotech Ltd
KESARPE,Kesar Petroproducts Ltd,Kesar Petroproducts Ltd
PNTXCHM,Paintex Chemicals (Bombay) Ltd.,Paintex Chemicals Bombay Ltd
ROCKHARD,Rock Hard Petrochemical Ind. Ltd.,Rock Hard Petrochemical Industries Ltd
BNZOPTR,Benzo Petrochemicals Ltd,Benzo Petrochemicals Ltd
VINATIORGA,Vinati Organics Ltd.,Vinati Organics Ltd
LACTOSE,Lactose (India) Ltd.,Lactose India Ltd
TEEAI,Teesta Agro Industries Ltd,Teesta Agro Industries Ltd
ASTDRUG,Astron Drugs And Industries Ltd.,Astron Drugs & Industries Ltd
AARTIIND,Aarti Industries Ltd,Aarti Industries Ltd
PNTKYOR,Pentokey Organy (India) Ltd.,Pentokey Organy India Ltd
WANBURY,Wanbury Limited,Wanbury Ltd
KINGCHD,Kings Chemicals & Distilleries Ltd.,Kings Chemicals & Distilleries Ltd
RESONANCE,Resonance Specialties Limited,Resonance Specialties Ltd
NPNTCHM,Nariman Point Chemicals Industries,Nariman Point Chemical industriesus Ltd
GAEL,Gujarat Ambuja Exports Ltd.,Gujarat Ambuja Exports Ltd
RCF,Rashtriya Chemicals & Fertilizers Limited,Rashtriya Chemicals and Fertilizers Ltd
MAHAPOL,Maharashtra Polybutenes Ltd,Maharashtra Polybutenes Ltd
ZMRPL(5),Mangalore Refinery & Petrochemicals,ZMRPL(5)
GUJINJEC,Gujarat Inject (Kerala) Ltd.,Gujarat Inject Kerala Ltd
SKGSOLV,"SKG Solvex Ltd.,",SKG Solvex Ltd
PRDEPDRDM,"Pradeep Drug Co. Ltd.,",Pradeep Drug Company Ltd
LALITPL,Lalit Polymers & Electronics Ltd.,Lalit Polymers & Electronics Ltd
PRIMEPT,Prime Petro Products Ltd.,Prime Petro Products Ltd
KRSHPLS,Krishna Plasto Chem Ltd,Krishna Plastochem Ltd
